,ligand_name,pdb_name,smiles,rot_bonds,n_atoms,arom_rings,amide_bonds
8504,5lhi_ligand,5lhi,CCOCc1cccc(NC(=O)c2cc3sccc3n2C)c1COc1ccc(OC[C@@H]2CC[NH2+]C2)cc1,11,71,4,1
9427,3te5_ligand,3te5,NC(=O)C1=CN([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@](=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)CC=C1,11,71,2,1
11973,4im0_ligand,4im0,O=C(NCCCNc1nc(Nc2cccc(C[NH+]3CCOCC3)c2)ncc1C1CC1)C1CCC1,11,71,2,1
2449,6qad_ligand,6qad,CCCC[NH2+][C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC[C@H]1CC[C@H]([NH+](C)C)CC1,11,72,2,1
3752,2is0_ligand,2is0,C[C@@H](NC(=O)c1cc(C(=O)OC[C@@]([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,11,72,3,1
6210,3ioi_ligand,3ioi,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO[P@](=O)([O-])O[P@@](=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)cc1[C]1CCC(CO)S1,11,72,1,0
7465,4est_ligand,4est,CC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)[C@H](O)C(F)(F)C(=O)NCCc1ccccc1,11,72,1,4
8381,5lvx_ligand,5lvx,O=CCCCCCCCCC#Cc1ccc2c(c1)C[C@H](Nc1nc(-c3cccnc3)nc3ccccc13)C2,11,72,4,0
1511,6cw8_ligand,6cw8,C[C@H](NC(=O)[C@H](CC(=O)NCC(C)(C)C)NC(=O)c1ccc(C(=O)NO)cc1)C(=O)NCc1ccccc1,11,73,2,5
6590,6fo7_ligand,6fo7,C=C1/C(=C\C=C(/CCCC)c2cccc(CCCCCC(C)(C)O)c2)C[C@@H](O)C[C@@H]1O,11,73,1,0
10119,3mo0_ligand,3mo0,COc1cc2nc(NCCC[N+](C)C)nc(NC3CC[N+](Cc4ccccc4)CC3)c2cc1OC,11,73,3,0
11658,4jbo_ligand,4jbo,C[NH+](C)CCOc1ccc(-c2cc3c(NCCc4ccc(NC(=O)Nc5ccccc5)cc4)ncnc3o2)cc1,11,73,5,2
11895,1yt7_ligand,1yt7,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(C(F)(F)F)cc2)o1)C(C)(C)C)C(=O)C(=O)NN1CCOC1=O,11,73,2,3
11916,3w2r_ligand,3w2r,O=C(Nc1cccc(Oc2ccc(Nc3ncnc4ccn(CCOCCO)c34)cc2Cl)c1)NC1CCCCC1,11,73,4,2
11966,4ng9_ligand,4ng9,CCOc1cc([C@@H](Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(S(N)(=O)=O)c2)ccc1OC(C)C,11,73,4,1
12174,3w2s_ligand,3w2s,O=C(Nc1cccc(Oc2ccc(Nc3ncnc4ccn(CCOCCO)c34)cc2Cl)c1)NC1CCCCC1,11,73,4,2
12467,4ufd_ligand,4ufd,NC(=[NH2+])c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)Cc2ccccc2)cc1,11,73,3,2
199,6qae_ligand,6qae,CCCC[N@H+](C)[C@@H](Cc1c[nH]c2ccccc12)C[N@H+](C)CCC1CCCCCC1,11,74,2,0
291,6i0b_ligand,6i0b,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,11,74,4,1
1819,5kjk_ligand,5kjk,O=C(NCCC[NH+]1CCCC1)c1ccnc(-c2ccccc2OC2C[NH+](CCc3ccc(Cl)c(Cl)c3)C2)c1,11,74,3,1
2092,4jrv_ligand,4jrv,C[NH+](C)CCCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,11,74,5,1
6752,3art_ligand,3art,[H]/N=c1/cc(C)n(CCCCCCCCCCN2c3ccccc3C(N)=CC2C)c2ccccc12,11,74,3,0
7317,6jz0_ligand,6jz0,C[NH+](C)CCCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,11,74,5,1
637,3wyy_ligand,3wyy,COCCNC(=O)/C=C/c1ccc(Nc2cc(N)c(C#N)c(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n2)cc1OCC#N,11,75,2,1
1351,3d20_ligand,3d20,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
1622,4yhq_ligand,4yhq,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC(F)(F)[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
1751,3s53_ligand,3s53,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
1960,3spk_ligand,3spk,CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,11,75,3,0
3028,3u7s_ligand,3u7s,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
3422,6oos_ligand,6oos,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
4783,2o4p_ligand,2o4p,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,11,75,3,0
4891,4lxb_ligand,4lxb,C[NH+](C)[C@H]1CCN(C(=O)[C@H](CNC(=O)c2ccc(Cl)s2)NS(=O)(=O)c2cccc(N3CCCCC3=O)c2OC(F)F)C1,11,75,2,3
7123,6dh3_ligand,6dh3,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
7172,2ien_ligand,2ien,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
7403,2vaq_ligand,2vaq,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC[NH2+]CCc1c[nH]c2ccccc12,11,75,2,0
8740,4bti_ligand,4bti,C[NH+](C)[C@H]1CCN(C(=O)[C@H](CNC(=O)c2ccc(Cl)s2)NS(=O)(=O)c2cccc(N3CCCCC3=O)c2OC(F)F)C1,11,75,2,3
8899,6dh0_ligand,6dh0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
8921,1ilh_ligand,1ilh,CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,11,75,1,0
9266,6dgx_ligand,6dgx,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
9945,3ogp_ligand,3ogp,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
10256,2ieo_ligand,2ieo,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
11059,1tbz_ligand,1tbz,NC(=[NH2+])NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]([NH3+])Cc1ccccc1)[C@H](O)c1nc2ccccc2s1,11,75,3,2
11195,6oou_ligand,6oou,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
11399,6oot_ligand,6oot,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
11775,5l3e_ligand,5l3e,COc1cc2nc(NCCC[NH+](C)C)nc(NC3CC[NH+](Cc4ccccc4)CC3)c2cc1OC,11,75,3,0
12053,2hs2_ligand,2hs2,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
12171,3lzv_ligand,3lzv,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
13301,3so9_ligand,3so9,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,11,75,2,1
8031,1o48_ligand,1o48,CC(=O)N[C@@H](Cc1ccc(CC(=O)[O-])c(C(=O)[O-])c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,11,76,3,3
13345,1ntk_ligand,1ntk,CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)C2=CCC=C(NC=O)C2=O)C(=O)O[C@@H](C)[C@@H]1OC(=O)C(C)C,11,76,0,2
560,3bt9_ligand,3bt9,CC1=CC([NH3+])c2ccccc2N1CCCCCCCCCCN1c2ccccc2C(N)=CC1C,11,77,2,0
1309,3oyp_ligand,3oyp,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2nccc3ccc(Br)cc23)CN1C(=O)[C@@H](C)NC(=O)CC)C(=O)NS(=O)(=O)C1CC1,11,77,2,4
1884,6qyo_ligand,6qyo,CCc1sc2ncnc(O[C@H](Cc3ccccc3)C(=O)[O-])c2c1-c1ccc(OCC[NH+]2CC[NH+](C)CC2)c(Cl)c1C,11,77,4,0
3903,3btj_ligand,3btj,CC1=CC([NH3+])c2ccccc2N1CCCCCCCCCCN1c2ccccc2C(N)=CC1C,11,77,2,0
5379,5i4o_ligand,5i4o,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1n1cc(CN([C@@H](C(=O)[O-])C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)nn1,11,77,3,1
7273,2vj9_ligand,2vj9,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CCCCC2)cc(N2CCCC2=O)c1,11,77,2,2
8497,5a4c_ligand,5a4c,CC[NH+](CC)CCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1,11,77,3,2
8997,3vw0_ligand,3vw0,CC1=CC([NH3+])c2ccccc2N1CCCCCCCCCCN1c2ccccc2C(N)=C[C@@H]1C,11,77,2,0
9153,5k00_ligand,5k00,COc1cccc(Nc2ncc(-c3ccc(C(=O)NCC(=O)Nc4ccccc4)cc3)c(OCC3CC[NH2+]CC3)n2)c1,11,77,4,2
9708,1jg0_ligand,1jg0,CN(C)c1cccc2c(S(=O)(=O)N[C@@H](Cc3ccc(OS(=O)(=O)c4cccc5c(N(C)C)cccc45)cc3)C(=O)[O-])cccc12,11,77,5,0
12539,4q1n_ligand,4q1n,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1C[NH2+]C[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O,11,77,1,2
13914,3kjn_ligand,3kjn,CC(=O)[C@H](CC(=O)[O-])NC(=O)[C@@H]1C=C(CC2CCCCC2)Cn2c(=O)n(CCNC(=O)c3ccc4nc[nH]c4c3)c(=O)n21,11,77,3,2
14049,1o45_ligand,1o45,CC(=O)N[C@@H](Cc1ccc(O[P+](=O)(=O)[O-])c(CO)c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,11,77,3,3
1924,5ivt_ligand,5ivt,[NH3+][C@H](C(=O)Nc1cncc(F)c1CC[C@@H]1C[NH2+][C@H](COC(=O)NCC(F)(F)F)CO1)[C@@H](c1ccc(Cl)cc1)c1cc(F)cc(F)c1,11,78,3,2
2754,3q5h_ligand,3q5h,C[NH2+]C[C@H](C[C@H]1CCCOC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,11,78,1,3
5846,4zed_ligand,4zed,O=C(O[C@H]1[C@H](O[P@@](=O)([O-])O[C@@H]2[C@@H](O)[C@@H](O)CO[C@H]2O)[C@@H](CO)O[C@@]1(CO)O[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O)c1ccccc1,11,78,1,0
9263,6ilq_ligand,6ilq,CCCCC1NC(C(C)C)=C(CC(=O)OCC)C(=O)N1Cc1ccc(-c2ccccc2[C@@H]2NC(=O)O[NH2+]2)cc1,11,78,2,2
13152,1d3q_ligand,1d3q,c1ccc2c(Cc3ccc(OCC[NH+]4CCCC4)cc3)c(-c3ccc(OCC[NH+]4CCCC4)cc3)sc2c1,11,78,4,0
13876,3q4b_ligand,3q4b,C[NH2+][C@H](CNC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1)C[C@H]1CCCOC1,11,78,1,3
6332,3wq6_ligand,3wq6,[NH2+]=C(CCCS[C@@H]1CC(=O)N(Cc2ccccc2)C1=O)N[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,11,79,1,2
8598,3vsx_ligand,3vsx,CC(C)[C@H](C[C@H](O)[C@@H]([NH3+])C[N+]1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(C)(C)C(N)=O,11,79,1,3
11630,5vrp_ligand,5vrp,CCc1cccc(-c2c(F)cccc2[C@](O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)C[C@H](O)C[NH3+])C2)c1,11,79,2,2
11764,2iog_ligand,2iog,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2cc(OCC[NH+]3CCCCC3)ccc12,11,79,4,1
12240,5o9h_ligand,5o9h,CCCCn1c(-c2ccccc2)nc(-c2ccccc2)c1C[NH+](Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,11,79,5,0
2810,4cl9_ligand,4cl9,CC(=O)N1c2ccc(-c3ccc(NC(=O)CCCCCCC(=O)NO)cc3)cc2[C@H](NC(=O)OC(C)C)C[C@@H]1C,11,80,2,4
10079,4uib_ligand,4uib,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](NC(=O)[C@@H](CC1CCCCC1)NC(=O)N[C@@H](CCCC[NH3+])C(=O)[O-])C2,11,80,0,3
11836,5ml8_ligand,5ml8,O=S(=O)(c1ccc(S(=O)(=O)N(Cc2ccc(Cl)cc2)C2CCCC2)cc1)N(Cc1ccccc1)CC1CC[NH2+]CC1,11,80,3,0
13457,2wf0_ligand,2wf0,CCc1ccnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc12,11,80,4,2
1931,2w68_ligand,2w68,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)[C@@H]2O)(C(=O)[O-])C[C@@H]1O,11,81,0,1
5028,5glu_ligand,5glu,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)[C@@H]2O)(C(=O)[O-])C[C@@H]1O,11,81,0,1
7689,4dgb_ligand,4dgb,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H]1CCC[NH2+]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)[O-],11,81,0,5
8186,4gjd_ligand,4gjd,COCCCCC1(CNC(=O)[C@@H]2C[NH2+]C[C@H](NS(=O)(=O)c3ccc(C)cc3)C2)c2ccccc2Oc2ccccc21,11,81,3,1
8730,4lbo_ligand,4lbo,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)[C@@H]2O)(C(=O)[O-])C[C@@H]1O,11,81,0,1
9146,4c1w_ligand,4c1w,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)[C@@H]2O)(C(=O)[O-])C[C@@H]1O,11,81,0,1
9594,4lbl_ligand,4lbl,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)[C@@H]2O)(C(=O)[O-])C[C@@H]1O,11,81,0,1
9644,2rfn_ligand,2rfn,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCC[NH+]1CCOCC1,11,81,5,0
10512,3ap7_ligand,3ap7,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)[C@@H]2O)(C(=O)[O-])C[C@@H]1O,11,81,0,1
10635,6er4_ligand,6er4,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@](OC[C@H]2O[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)[C@H](O)[C@@H](O)[C@H]2O)(C(=O)[O-])C[C@@H]1O,11,81,0,1
10689,4jbp_ligand,4jbp,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3oc(-c4ccc(OCC[NH+]5CCC(O)CC5)cc4)cc23)cc1,11,81,5,2
11460,2wf1_ligand,2wf1,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]Cc4cccc(OC)c4)cc13)N(C)S(=O)(=O)CC2,11,81,4,1
11801,2upj_ligand,2upj,CC[C@H](Cc1ccccc1)c1cc(O)c([C@H](c2cccc(NC(=O)CCNC(=O)OC(C)(C)C)c2)C2CC2)c(=O)o1,11,81,3,2
11105,4k9h_ligand,4k9h,O=C(N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(C(F)(F)F)c1)c1cc(N2CCCC2=O)c(=O)n(C2CCCC2)c1,11,82,3,2
11970,3km4_ligand,3km4,C[NH2+]C[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(C)=O)c2cccc(Cl)c2)C1,11,82,1,3
12660,1g37_ligand,1g37,CCCCOC(=O)[C@@H](O)[C@@H](NC(=O)[C@@H]1CC[C@H]2CN(S(=O)(=O)Cc3ccccc3)CC(=O)N21)[C@H]1CC[C@H]([NH3+])CC1,11,83,1,2
9067,4dro_ligand,4dro,CC[C@H]1CCCC[C@]1(O)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1ccccc1,11,84,2,1
1134,3qkm_ligand,3qkm,CCOCCN(C[C@@H](O)C[N@H+]1CCC[C@@]2(CCN(c3ncnc4ccccc34)C2)C1)S(=O)(=O)c1c(C)cccc1C,11,85,3,0
1136,1npa_ligand,1npa,NC(=O)O[C@@H]1Cc2ccccc2[C@@H]1C1=CN[C@@](Cc2ccccc2)(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)C1=O,11,85,3,2
2247,2wf2_ligand,2wf2,CCN1CCN2CCS(=O)(=O)N(C)c3cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]Cc4cccc(OC)c4)cc1c32,11,85,3,1
5460,1a46_ligand,1a46,[NH3+]CCCC[C@H](NC(=O)[C@@H]1CC[N@H+]2CC[C@@]([NH3+])(Cc3ccccc3)C(=O)N12)[C@H](O)C(=O)NC1CCCCC1,11,85,1,3
10259,1npw_ligand,1npw,NC(=O)O[C@@H]1Cc2ccccc2[C@@H]1C1=CN[C@@](Cc2ccccc2)(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCOC2)C1=O,11,85,3,2
1551,4r6v_ligand,4r6v,CCC(=O)Nc1ccc(CN(C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)c2cc(Nc3ccc(N4CC[NH+](C)CC4)cc3)ncn2)cc1,11,87,4,3
2971,4di2_ligand,4di2,CO[C@H](C)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,11,87,3,1
5211,6prg_ligand,6prg,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](O[C@]4(CO)O[C@H](CO)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,11,87,0,0
6788,4lnb_ligand,4lnb,[H]/N=C/c1ccc(N(CCN(CC2CCN(C(=O)OC(C)(C)C)CC2)S(=O)(=O)c2ccccc2C)Cc2cncn2C)cc1,11,87,3,1
8194,2p8h_ligand,2p8h,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@@H]2[NH2+]C(C)(C)N(C)C2=O)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,11,87,3,3
40,1riw_ligand,1riw,NC(=[NH2+])n1ccc(CCNC(=O)[C@@H]2C[C@@H]3CC[C@@H](O)C[C@@H]3N2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](O)Cc2ccccc2)c1,11,88,3,3
9250,6q9l_ligand,6q9l,C[NH+](C)CCC[N@H+](C)[C@H]1CCN(C(=O)c2[nH]c3cc(Cl)ccc3c2-c2c(-c3ccccc3)ncn2Cc2ccc(Cl)cc2CO)C1,11,88,5,1
3078,1k9r_ligand,1k9r,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)[O-],11,89,1,5
10260,3l5e_ligand,3l5e,CCC[C@H]1CN(Cc2ccc(CN3C(=[NH2+])N[C@](CCC4CCCCC4)(CC4CCCCC4)C3=O)cc2)C(=O)N1,11,89,1,3
974,1m13_ligand,1m13,CC(C)=CCC[C@]1(C)[C@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)[C@@]1(C(=O)C(C)C)C2=O,11,91,0,0
1845,3vrw_ligand,3vrw,C=C1[C@H](O)CC(=CC[C@H]2CCC[C@]3(C)[C@@H]([C@H](C)[C@@H](CCCC)CC(O)(CC)CC)CC[C@@H]23)C[C@H]1O,11,91,0,0
2063,1xdg_ligand,1xdg,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)NC)N(Cc4ccc(O)c(OC)c4)C(=O)O3)[C@H]21,11,91,1,2
7171,5ehn_ligand,5ehn,Nc1ccc2c(c1)[C@H](c1ccccc1)N(CCCCCc1cnnn1CCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc1-2,11,93,6,0
652,2avv_ligand,2avv,CC(C)(C)NC(=O)[C@@H]1C[N@H+](Cc2cccnc2)CC[N@H+]1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,11,94,3,2
7527,5xpm_ligand,5xpm,C=C1[C@H](O)CC(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)[C@@H](CCCC)CC[C@H](OC)c4ccc(O)cc4)CC[C@@H]23)C[C@H]1O,11,94,1,0
9036,2bpx_ligand,2bpx,CC(C)(C)NC(=O)[C@@H]1C[N@H+](Cc2cccnc2)CC[N@H+]1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,11,94,3,2
10294,1c6y_ligand,1c6y,CC(C)(C)NC(=O)[C@@H]1C[N@H+](Cc2cccnc2)CC[N@H+]1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,11,94,3,2
13120,1hsg_ligand,1hsg,CC(C)(C)NC(=O)[C@@H]1C[N@H+](Cc2cccnc2)CC[N@H+]1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,11,94,3,2
13507,6bqk_ligand,6bqk,COc1cnc(O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4C=C4)C[C@H]3C(F)F)N(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C2)c2cc(Cl)ccc12,11,94,2,4
10985,1urc_ligand,1urc,CC(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N[C@H]1CCCCNC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC1=O,11,96,1,6
9890,4nwk_ligand,4nwk,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2nccc3cc(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,11,97,2,4
501,3eyd_ligand,3eyd,CN(C[C@@H](NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](CC1CCC1)B([OH2+])[OH2+])C2(C)C)C(C)(C)C)C(C)(C)C)S(C)(=O)=O,11,99,0,4
4000,6ghp_ligand,6ghp,C=CC(C)(C)OC[C@H]1O[C@H](O[C@@H]2C3=C([C@H](C)CNC(C)=O)C[C@H](O)[C@]3(C)/C=C3/[C@@H](COC)CC[C@H]3[C@@H](C)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,11,100,0,1
12210,2f3e_ligand,2f3e,CCCCNC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(C)C,11,100,0,5
